name,latitude,longitude,dermoscopie,adresse,ville,code_postal,phone,email,description
Pharmacie de la Madeleine Totum,43.3023945,5.3957245,non,,,,,,
Pharmacie De La Madeleine,43.3502445,1.4710772,non,,,,,,
PHARMACIE LAMARCHE,49.0258663,-1.2844263,non,,,,,,
Pharmacie du rocher - Sibille - Mariotto,43.4568012,5.2477354,non,,,,,,
PHARMACIE DE LA POSTE,46.7447865,5.9087921,non,,,,,,
Pharmacie Bazoge-Ferran,48.1755194,0.2347461,non,,,,,,
Pharmacie Nouvelle,46.5409959,0.4156045,non,,,,,,
Pharmacie Damy Mercues,44.4957368,1.3864407,non,,,,,,
Pharmacie MCpharma Prades,42.625452,2.4275738,non,,,,,,
Pharmacie d'Hautvie,48.5901577,-0.3579002,non,,,,,,
Pharmacie du Barriot,45.818159,4.7506307,non,,,,,,
Pharmacie de Saint Didier au mont d'or,45.8119843,4.7985598,non,,,,,,
Pharmacie de l’Atlantique,46.682527,-1.438341,non,,,,,,
Hello Pharmacie du Val Vert,45.7734832,4.7781139,non,,,,,,
Pharmacie de La Citadelle - SETTI Annett,45.369494,5.584434,non,,,,,,
Pharmacie Saint Roch,45.6389217,4.3920493,non,,,,,,
Pharmacie Pays de Montaigu,46.9715805,-1.3335508,non,,,,,,
Pharmacie Centrale,45.8243818,4.9535786,non,,,,,,
Pharmacie du Palais,44.9312567,4.8916153,non,,,,,,
Pharmacie Pasteur Troyes,48.3035651,4.0624674,non,,,,,,
Pharmacie de la Marie 2,43.3195276,5.4005901,non,,,,,,
Pharmacie du Cours Hellopharmacie,43.8828816,4.8544198,non,,,,,,
Pharmacie Chopin,45.165939,5.7515838,non,,,,,,
Pharmacie d'Astarac Mirande,43.5145033,0.404541,non,,,,,,
Pharmacie Abtan-Hagège,48.7631875,2.0558537,non,,,,,,
PHARMACIE ROBINSON,44.8520229,-0.6555994,non,,,,,,
Pharmacie du Millenium,50.4712027,3.2470662,non,,,,,,
Pharmacie des Épis,48.70201,6.1976182,non,,,,,,
Pharmacie Mendelsohn Totum,43.729466,5.178516,non,,,,,,
Pharmacie Gambetta,48.8976304,2.1640132,non,,,,,,
Pharmacie de Guécélard,47.8755225,0.1269002,non,,,,,,
Pharmacie Saint-Martin,49.3943209,6.2767236,non,,,,,,
PHARMACIE LA VIOLETTE,46.5427067,-1.7703399,non,,,,,,
Hello Pharmacie du Taurobole,45.0702993,4.8369909,non,,,,,,
Pharmacie du Lion,47.8891073,7.2275874,non,,,,,,
PHARMACIE BURCET,42.4037187,2.4798233,non,,,,,,
Pharmacie des Terres Blanches,49.1776874,6.4949383,non,,,,,,
Pharmacie de Saint Pryvé (KAYAL),47.8829841,1.8725829,non,,,,,,
PHARMACIE DES PONTS JUMEAUX SNC,43.61569,1.42156,non,,,,,,
Pharmacie de la rive,46.8526514,-1.8932348,non,,,,,,
Pharmacie de l'Olivier,48.298905,4.0527495,non,,,,,,
Pharmacie des Visitandines,46.8878665,-1.5934709,non,,,,,,
Pharmacie de l'Ander,45.033965,3.0998117,non,,,,,,
Pharmacie Pilar Totum,43.3151433,-0.3781374,non,,,,,,
Pharmacie d'Abbaretz,47.5525739,-1.5330525,non,,,,,,
Pharmacie Henri IV,49.440734,1.0857167,non,,,,,,
PHARMACIE DE ST HERMAND,46.5543905,-1.0616383,non,,,,,,
PHARMACIE DU BOURG,46.2977496,0.1790683,non,,,,,,
PHARMACIE DES HALLES,46.2981137,0.1799364,non,,,,,,
Pharmacie Du Marche,46.5700697,0.6434299,non,,,,,,
PHARMACIE DE L'ELYSEE,50.7495335,2.243307,non,,,,,,
PHARMACIE TROUPEL,45.7265815,4.8113353,non,,,,,,
PHARMACIE DE L'HOTEL DE VILLE,48.9535478,4.3841397,non,,,,,,
PHARMACIE DES CIMES,43.4686353,-1.4460032,non,,,,,,
PHARMACIE DU GRAND ETIER,46.8610178,-1.9513017,non,,,,,,
Pharmacie du Mortier d'Or,49.2837426,1.0169755,non,,,,,,
PHARMACIE JOUE SUR ERDRE,47.4962314,-1.4193023,non,,,,,,
PHARMACIE CHAMINANT,47.2111462,-1.726404,non,,,,,,
Pharmacie Maillard,43.5043523,-1.4675189,non,,,,,,
PHARMACIE DE BERGUETTE,50.6108496,2.4774975,non,,,,,,
PHARMACIE PLAISANCE,46.5135424,-1.7895622,non,,,,,,
Pharmacie des Mimosas,43.4331174,6.7545512,non,,,,,,
Pharmacie Philippe,45.6768774,5.4704158,non,,,,,,
PHARMACIE MUTIN SELARL,43.521988,0.7630035,non,,,,,,
Pharmacie de l'Arzon Totum,45.3306985,3.8456474,non,,,,,,
PHARMACIE DES COMMEES,46.4635574,-1.1742508,non,,,,,,
PHARMACIE DU VAL DES ROSES,45.6681299,6.3827727,non,,,,,,
Pharmacie Calais Côte d'Opale,50.9647574,1.8426923,non,,,,,,
Pharmacie du Louet,47.4031186,-0.5274081,non,,,,,,
PHARMACIE MIRAL FRICK,43.06344,0.1499188,non,,,,,,
Pharmacie du Pays d'Allevard,45.3754919,6.0542291,non,,,,,,
Aprium Pharmacie Centrale,43.8426585,5.0382,non,,,,,,
Pharmacie Dudal,47.6873729,1.784156,non,,,,,,
PHARMACIE CHAMPENOISE,49.0434716,3.953359,non,,,,,,
Pharmacie Grandes Carrieres,48.8934764,2.336072,non,,,,,,
PHARMACIE DU PARC,48.9434982,2.3158087,non,,,,,,
Pharmacie des 13 Vents,43.6543566,3.0448859,non,,,,,,
Pharmacie de Thivars,48.3776889,1.4494356,non,,,,,,
Pharmacie des Bastides [Pourrières],43.5033064,5.7369385,non,,,,,,
Pharmacie De Manzat,45.9623197,2.9418062,non,,,,,,
Pharmacie de la Gare,48.8745029,2.640487,non,,,,,,
PHARMACIE ZINCK,48.6483078,2.4497144,non,,,,,,
PHARMACIE D'O I Mussidan 24,45.036455,0.365735,non,,,,,,
PHARMACIE LACHAUX,45.5509105,3.372334,non,,,,,,
Pharmacie Lefebvre Gaveriaux,50.450799,3.1989766,non,,,,,,
Pharmacie de Viry,46.1171215,6.0383561,non,,,,,,
Pharmacie Cicorelli-Gaufrès,43.7332582,4.2200415,non,,,,,,
PHARMACIE DE LAGARRIGUE,43.580822,2.2758946,non,,,,,,
Pharmacie Beaupré,47.6590825,-2.7302441,non,,,,,,
Pharmacie des Orgères Totum,48.6561669,4.9685719,non,,,,,,
Pharmacie Popelard,46.480083,3.9773373,non,,,,,,
Pharmacie du Boulevard Totum,48.7721271,5.1633686,non,,,,,,
Pharmacie du Moulin,50.8332626,2.2114487,non,,,,,,
Pharmacie de l'Audomarois Totum,50.7533325,2.2584641,non,,,,,,
Pharmacie Sallanches FAVREAU,45.939827,6.6301218,non,,,,,,
Pharmacie des Lacs 💊 Totum,43.95085,-1.301119,non,,,,,,
Pharmacie Du Chatelard,46.3727119,6.4939605,non,,,,,,
Pharmacie du Port,47.2782613,-2.428399,non,,,,,,
Pharmacie Wandji 💊 Totum,50.3230993,3.3782646,non,,,,,,
Pharmacie de la Croix Blanche Bourges,47.0785139,2.3892753,non,,,,,,
Pharmacie Vulliemin,47.4920905,-0.51263,non,,,,,,
Pharmacie Porte de Belleville 💊 Totum,45.9957284,4.7189736,non,,,,,,
Pharmacie Greco,49.2914095,2.4968737,non,,,,,,
Pharmacie du Marché SELARL Mulhouse,47.7482739,7.331431,non,,,,,,
Pharmacie Centrale de Sceaux Totum,48.778585,2.2919704,non,,,,,,
Pharmacie Sendral Totum,44.0526393,4.7781197,non,,,,,,
Pharmacie Beauséjour Totum,48.6537086,2.341842,non,,,,,,
PHARMACIE DES ECOLES,50.4663448,2.6737722,non,,,,,,
Pharmacie Centrale,49.5064193,2.4326873,non,,,,,,
Pharmacie de Genève,45.90659,6.123536,non,,,,,,
PHARMACIE DE MONT,47.562393,1.4562153,non,,,,,,
Pharmacie GRANDE OUCHE Bouguenais,47.1817036,-1.5792176,non,,,,,,
PHARMACIE PAROIS,44.1740824,5.1335052,non,,,,,,
Pharmacie Le Secq Maryline,48.7706543,-0.5731797,non,,,,,,
PHARMACIE D'ESNEVAL,49.5446657,0.9503452,non,,,,,,
Pharmacie Renard,48.8160704,2.3086,non,,,,,,
Pharmacie Angers Millot SELARL Hervé-Kuhn,47.4554708,-0.5349038,non,,,,,,
Pharmacie de Saint Agrève 💊 Totum,45.009975,4.400956,non,,,,,,
PHARMACIE DES SARTS,50.6400214,3.1007203,non,,,,,,
Pharmacie de la providence,47.3570957,-0.8587812,non,,,,,,
Pharmacie du serpent,48.3881046,-4.4901632,non,,,,,,
PHARMACIE BENSOUDA,50.6423143,3.1120403,non,,,,,,
Pharmacie de la Tour,43.3597456,2.1708114,non,,,,,,
Pharmacie Tour de l'Evêque,43.8272151,4.3645015,non,,,,,,
Pharmacie du Bramafan (pharmacie perdrix-danière),45.9022124,5.3484782,non,,,,,,
Pharmacie Du Pays Bleu - Renazé,47.7945407,-1.0569024,non,,,,,,
PHARMACIE DU TERNOIS,50.382453,2.3370505,non,,,,,,
Grande Pharmacie de Mably - Hello Pharmacie,46.0654584,4.0596445,non,,,,,,
PHARMACIE LEMAITRE,49.3465222,2.6812701,non,,,,,,
PHARMACIE DU VAL DE L'ERDRE,47.5248,-1.1835605,non,,,,,,
Pharmacie de l'Espace Coty,49.4965667,0.1116087,non,,,,,,
Pharmacie d' Exincourt Catherine GRIENTI,47.5002839,6.8310006,non,,,,,,
Pharmacie de l'Hôtel de Ville,50.2474266,3.6388873,non,,,,,,
PHARMACIE LE BORSAT,48.80757,2.61715,non,,,,,,
Pharmacie Huc J,43.2127633,2.3535931,non,,,,,,
Pharmacie Richemont Totum,49.2757173,6.1708115,non,,,,,,
PHARMACIE DE LA CHAPELLE,46.7470613,-0.4759978,non,,,,,,
Pharmacie de la Sée,48.7248916,-1.1692952,non,,,,,,
PHARMACIE DU PARC,50.6537102,3.0319735,non,,,,,,
PHARMACIE 104,50.582941,3.050652,non,,,,,,
Pharmacie des Arts (ex Pharmacie du Viguier),43.2038628,2.3297935,non,,,,,,
Pharmacie de la Grande Bastide,43.2987138,5.4360576,non,,,,,,
PHARMACIE DE CHAUDRON,47.2861102,-0.9858056,non,,,,,,
Pharmacie de l'Escall,47.1991813,-1.4995958,non,,,,,,
Pharmacie de la Place de Lenche,43.2972563,5.3660834,non,,,,,,
Pharmacie du Manoir,50.7790377,3.1154549,non,,,,,,
Pharmacie des Logissons Totum,43.582629,5.4731528,non,,,,,,
PHARMACIE DU GRANDVAUX,46.5761393,5.9548903,non,,,,,,
Pharmacie Demange,43.6340716,-1.3602476,non,,,,,,
PHARMACIE DECELLE (DE LA COMETE),48.9532449,4.3451177,non,,,,,,
Pharmacie de la Cité,48.3598683,-2.6362966,non,,,,,,
Pharmacie De Navarre.,43.2967684,-0.3687909,non,,,,,,
Pharmacie Angot - Hurtier,43.8760098,5.396073,non,,,,,,
Pharmacie de Générac 💊 Totum,43.7295119,4.3489939,non,,,,,,
PHARMACIE DE L'EGLISE,47.8320417,-3.1593795,non,,,,,,
Pharmacie de l'Épinette,50.1927132,3.2648109,non,,,,,,
Pharmacie d'Avéjan,44.1221451,4.0801985,non,,,,,,
PHARMACIE MAGISTRALE,43.9827372,4.9041944,non,,,,,,
Pharmacie de La Rochelle Totum,48.7736315,5.1610735,non,,,,,,
PHARMACIE DE LA GARE,43.4958969,-1.4693701,non,,,,,,
Pharmacie des Provinces 💊 Totum,49.6268062,-1.6347256,non,,,,,,
Pharmacie de la Place Nadaud,48.865184,2.39502,non,,,,,,
Pharmacie PERON,49.3045587,-1.2444998,non,,,,,,
"GRANDE PHARMACIE DE VIZILLE - TELECONSULTATION, PRESCRIPTIONS & MATERIEL MEDICAL",45.0831395,5.7661932,non,,,,,,
Pharmacie Letourneux,47.3297488,-2.4358247,non,,,,,,
pharmacie des villes moisan,48.4942614,-2.7772337,non,,,,,,
Pharmacie de la Place,50.3735395,2.0369528,non,,,,,,
Pharmacie des Alpes,45.585513,5.266108,non,,,,,,
Pharmacie CLAVIER,47.2499211,-1.4862295,non,,,,,,
Pharmacie de Costebelle,49.0600221,7.0333752,non,,,,,,
Pharmacie La Savoyarde,45.5029767,6.0539483,non,,,,,,
Pharmacie Curutchet Totum,43.7865952,-0.9293795,non,,,,,,
Pharmacie du KM 400,46.325552,4.8393248,non,,,,,,
Grande Pharmacie Joubert - Angoulême,45.6482509,0.16181,non,,,,,,
PHARMACIE DE BEAULIEU,50.7035843,3.2356761,non,,,,,,
Pharmacie de Marlhes,45.28319,4.394292,non,,,,,,
PHARMACIE GRESET,46.9031316,5.7726523,non,,,,,,
Pharmacie Tourenq,43.5691997,1.8844885,non,,,,,,
Pharmacie des Carmes Totum,44.6095454,2.027086,non,,,,,,
Pharmacie DOUSSOT,48.2537742,4.2597911,non,,,,,,
Pharmacie de Frontenay-Rohan-Rohan,46.248859,-0.5409332,non,,,,,,
PHARMACIE DES 5 BONNIERS,50.5958175,3.0782372,non,,,,,,
PHARMACIE PRINCIPALE,46.7228387,2.5030893,non,,,,,,
Pharmacie de Bellevue,45.4170835,4.3939302,non,,,,,,
Pharmacie des Jardins du Fier,45.9151396,6.0906501,non,,,,,,
Pharmacie de la Gravière,45.7340817,4.7800709,non,,,,,,
Pharmacie de Samadet Totum,43.6341678,-0.4877889,non,,,,,,
Pharmacie d'Anjou,47.1808239,-1.1027825,non,,,,,,
Pharmacie des Arches,48.5174995,3.2404291,non,,,,,,
Pharmacie de la Place de Paris,45.7790583,4.8036379,non,,,,,,
Pharmacie Pignon,43.4795161,5.6222432,non,,,,,,
Pharmacie Dufay,47.4704808,6.8354771,non,,,,,,
Pharmacie du Grand Sud,46.2905672,4.8125536,non,,,,,,
D Docteur en Pharmacie Bazeilles,49.6784071,4.977834,non,,,,,,
Pharmacie de la gare,45.4407752,4.3977843,non,,,,,,
Pharmacie de la Metare,45.4182089,4.4176875,non,,,,,,
Pharmacie de l'Université,48.586225,7.763972,non,,,,,,
Pharmacie des Marronniers,43.848804,5.1146938,non,,,,,,
Pep's Pharmacie,45.4447796,4.3857953,non,,,,,,
Pharmacie Cosacienne,49.4413629,2.8799019,non,,,,,,
PHARMACIE DE LA MOLETTE,46.801492,4.419446,non,,,,,,
Pharmacie de la Capuche,45.1787949,5.7262021,non,,,,,,
Pharmacie de Commequiers,46.7615297,-1.8375834,non,,,,,,
PHARMACIE DE L'EGLISE,47.9910141,2.7097644,non,,,,,,
Pharmacie du Musée,45.5237934,4.8747184,non,,,,,,
Pharmacie Du Soleil,45.9003329,6.1238928,non,,,,,,
PHARMACIE DU SOURN,48.0429035,-2.9917007,non,,,,,,
PHARMACIE DE POLIGNY,46.8424248,5.7053872,non,,,,,,
Pharmacie Roumiguié,43.49101,0.929468,non,,,,,,
Pharmacie de Château Gombert Totum,43.3521441,5.4377842,non,,,,,,
Pharmacie du pont de Bry,48.8341351,2.515286,non,,,,,,
PHARMACIE DE LA RIVE GAUCHE,48.846031,2.277956,non,,,,,,
Pharmacie Caillet - Grandvillars,47.5420604,6.9594904,non,,,,,,
Pharmacie du Petit Pré,48.0874172,-1.6168751,non,,,,,,
Pharmacie Centrale Kiran Lefeuvre,43.6744985,7.18917,non,,,,,,
Pharmacie Léon Blum,45.7631726,3.0999228,non,,,,,,
Pharmacie Louvre Victoire,48.8644424,2.3423548,non,,,,,,
PHARMACIE CANANZI BLANCHARD,43.1248172,6.0073659,non,,,,,,
Pharmacie Fleurs de vigne,47.8152979,3.7997681,non,,,,,,
PHIE PRINCIPALE BOUSQUET ANNIE SELA,42.97628,1.60871,non,,,,,,
PHARMACIE DE L'EPEND,47.35675,0.66314,non,,,,,,
Pharmacie Lihiouel,48.8409463,2.3040819,non,,,,,,
Pharmacie de Rugles,48.8155668,0.7018998,non,,,,,,
PHARMACIE DES VIGNES,43.566633,3.4491946,non,,,,,,
PHARMACIE FONTAINE MICHALCZAK,50.4726367,2.8676849,non,,,,,,
Pharmacie Nature & Co.,47.7852639,7.5092278,non,,,,,,
Pharmacie Arc en ciel,43.5874282,1.3507249,non,,,,,,
Pharmacie Hauteville,48.8751533,2.3509666,non,,,,,,
Pharmacie de Vignoux Sur Barangeon - Téléconsultation,47.2023895,2.1711275,non,,,,,,
Pharmacie Lafayette Centrale,45.985521,4.7199714,non,,,,,,
Pharmacie du Temps,46.8891544,3.4645666,non,,,,,,
PHARMACIE PARIS EIFFEL SELARL,48.8584055,2.3017871,non,,,,,,
Pharmacie Peyroux,46.9500795,1.9915308,non,,,,,,
Pharmacie Rochat Totum,43.5873288,7.1112208,non,,,,,,
Pharmacie Saint-Clair,45.7888013,4.8533831,non,,,,,,
Pharmacie de Clavières,44.1353082,4.0911699,non,,,,,,
Pharmacie Choux,46.6736939,5.5517872,non,,,,,,
Pharmacie du Levant,43.1152049,3.1063041,non,,,,,,
Pharmacie des Bains,46.3557139,6.1379061,non,,,,,,
💊 Grande Pharmacie De Charonne,48.855062,2.386401,non,,,,,,
Pharmacie Du Parc,45.7999586,3.2446971,non,,,,,,
PHARMACIE GRANDE DE MODANE SELARL,45.2015995,6.6730973,non,,,,,,
Pharmacie Goffart,48.8417099,6.0689309,non,,,,,,
Pharmacie d'Ingersheim,48.0937981,7.3061765,non,,,,,,
Pharmacie de Burnhaupt Totum,47.7405603,7.150208,non,,,,,,
Pharmacie du Centre,48.4898712,-2.7924874,non,,,,,,
"Pharmacie Isigny-Le-Buat, matériel médical, phytothérapie, orthopédie",48.6200274,-1.1728566,non,,,,,,
Ma Pharmacie Bergonié,44.8247122,-0.577872,non,,,,,,
Pharmacie de la Palmeraie,43.654626,6.921533,non,,,,,,
PHARMACIE LEFEBVRE TOULET KAREN,48.862,3.34121,non,,,,,,
Pharmacie des Halles,44.0425623,4.4406779,non,,,,,,
Pharmacie du Château,43.2825414,5.5298815,non,,,,,,
PHARMACIE ALIX GRILLEAU,46.7331261,-1.5953001,non,,,,,,
Pharmacie Jadeau,46.4513479,-0.8049264,non,,,,,,
Pharmacie De La Morlette 💊 Totum,44.8544944,-0.5188644,non,,,,,,
💊Pharmacie de St-Pierre Saint-Pierre d'Oléron | Totum,45.9379175,-1.3069692,non,,,,,,
Pharmacie Liberte,48.1076349,-1.6779182,non,,,,,,
Pharmacie de Quettreville-Sur-Sienne,48.9681038,-1.4693175,non,,,,,,
Pharmacie Leneutre-Reuille,47.0286214,6.5740147,non,,,,,,
PHARMACIE POPULAIRE DU SUD,43.7064095,7.2615812,non,,,,,,
Pharmacie des Archers,49.0414984,3.9538001,non,,,,,,
Pharmacie de la Baie,47.8936561,-3.9151319,non,,,,,,
Pharmacie de la Poste,43.6998528,7.2727671,non,,,,,,
Pharmacie Michelet,43.2668286,5.395098,non,,,,,,
Pharmacie des Lices,43.6754716,4.6276632,non,,,,,,
Pharmacie de la Gavotte - Mediprix,43.3800897,5.3485048,non,,,,,,
Pharmacie du Peyron,43.7430879,7.1447907,non,,,,,,
Pharmacie de Gibbes,43.322005,5.380575,non,,,,,,
Pharmacie & Parapharmacie De Brignon,43.9929324,4.2185363,non,,,,,,
Pharmacie de Beauvoisin,43.718178,4.3239845,non,,,,,,
Pharmacie du Centre,49.1753449,-0.3229443,non,,,,,,
Pharmacie des Six Cadrans,49.2509297,4.035362,non,,,,,,
Pharmacie de la Grande Pièce,47.0990549,2.4877492,non,,,,,,
PHARMACIE SAINT ANTOINE (HELLO PHARMACIE),44.383838,4.9937545,non,,,,,,
PHARMACIE PASTEUR,44.280989,4.74643,non,,,,,,
Pharmacie de la Saône,45.7915872,4.8237528,non,,,,,,
PHARMACIE DE PIERRY,49.0203855,3.939964,non,,,,,,
Pharmacie Fénelon,45.1818226,0.7210682,non,,,,,,
Pharmacie de Lodi Lacarelle,43.2890725,5.3876222,non,,,,,,
Pharmacie Sasportès,48.5010422,3.7813864,non,,,,,,
Pharmacie du Pic du Midi,43.2286188,0.1025171,non,,,,,,
Pharmacie Chave,43.2951316,5.3910222,non,,,,,,
💊 PHARMACIE DE LA PLANQUETTE I La Garde 83,43.128889,6.014814,non,,,,,,
Pharmacie Duizabo,43.3281536,-0.4388947,non,,,,,,
Pharmacie de L'Océan,47.6000926,-3.1116953,non,,,,,,
Pharmacie du Cap Blanc 💊 Totum,44.934905,2.4544705,non,,,,,,
Pharmacie 3 Rivières,46.8935778,5.0233873,non,,,,,,
Pharmacie Victor Hugo,50.6321101,3.0072155,non,,,,,,
Pharmacie Lemarquis,43.7007417,-0.2630635,non,,,,,,
Pharmacie de la Poste,43.1194377,5.8016468,non,,,,,,
Pharmacie Vallet,48.1280683,2.2524354,non,,,,,,
Pharmacie Lafayette des Platanes,43.5572783,5.4599292,non,,,,,,
Pharmacie de la Place,48.6909298,2.6095138,non,,,,,,
PHARMACIE DE COLOMARS,43.7637526,7.2221735,non,,,,,,
Pharmacie du Mont-Tilleul,49.6235458,5.1811089,non,,,,,,
Pharmacie Tran,45.6250229,-1.0265589,non,,,,,,
Pharmacie Boutot Totum,45.1622811,1.5324034,non,,,,,,
Pharmacie de l'Abbaye,43.2898798,5.3657962,non,,,,,,
Pharmacie des Allagniers By Mediprix,45.8137579,4.8951371,non,,,,,,
PHARMACIE LEHAIR,48.0917365,6.4694614,non,,,,,,
Pharmacie du Ray ( CECCALDI Lucie),43.7237906,7.2598232,non,,,,,,
Pharmacie Casanova,43.3151024,5.3724352,non,,,,,,
PHARMACIE DES CEDRES,44.8747772,4.8772085,non,,,,,,
Pharmacie des Salins,43.4146265,4.7306212,non,,,,,,
La Pharmacie de La Roche,44.5601128,5.9572278,non,,,,,,
Pharmacie de Sillery,49.1989299,4.1284475,non,,,,,,
Pharmacie de la Place Morgan,43.6400401,5.0944096,non,,,,,,
Pharmacie Cunat,48.3641762,4.3354423,non,,,,,,
Pharmacie Croix Rouge,49.2358597,4.0070391,non,,,,,,
Boyon Gérard,48.5837564,5.0422081,non,,,,,,
Pharmacie de l'Eglise,43.7987292,4.428211,non,,,,,,
Pharmacie de la Mairie de Loudun,47.0104071,0.0833112,non,,,,,,
PHARMACIE SAINT LOUP,43.2829949,5.4318331,non,,,,,,
Pharmacie Maginot,48.8264674,4.9845352,non,,,,,,
Pharmacie Cayol,43.4103637,5.0303939,non,,,,,,
Pharmacie de la Boussole,46.4927532,-1.7487091,non,,,,,,
4 Pl. Jean Jaurès,42.8476287,1.605784,non,,,,,,
1515 Av. de Serre-Ponçon,44.465134,6.231455,non,,,,,,
161 Rue Jean Gassier,43.9617663,4.8595572,non,,,,,,
1 Rue de Saint-Amand,50.5229746,3.2822157,non,,,,,,
"Pharmacie de Bretagne,",48.5892691,-3.8148268,non,,,,,,
PHARMACIE D'HAULCHIN,50.3178443,3.4220706,non,,,,,,
Pharmacie du Verdon,43.8440792,6.2211323,non,,,,,,
Pharmacie la Courtine - Univers Pharmacie,43.928415,4.7932205,non,,,,,,
Pharmacie de la corse,43.2887097,5.360657,non,,,,,,
Pharmacie Du Pole Europe,49.5356946,5.7845811,non,,,,,,
Pharmacie de l'Ousse,43.2826346,-0.2697545,non,,,,,,
Pharmacie Vauban Totum,50.2891254,2.7583028,non,,,,,,
Pharmacie Lagoueyte,43.7551629,-1.3275292,non,,,,,,
Pharmacie EL Attar-Pons SARL,45.815948,3.7643351,non,,,,,,
Pharmacie Billancourt 💊 Totum,48.8320328,2.2377815,non,,,,,,
PHARMACIE DE LA MADELEINE SELARL,43.693759,7.243816,non,,,,,,
Pharmacie Talensac,47.2216658,-1.5592601,non,,,,,,
PHARMACIE LES PENSEES,46.9590024,-0.8917469,non,,,,,,
Pharmacie du Centre (Conseil Départemental),-12.7797037,45.2298976,non,,,,,,
PHARMACIE DES PYRENEES,43.3643204,-0.578113,non,,,,,,
PHARMACIE CENTRALE,50.1238109,3.4113042,non,,,,,,
Pharmacie Médicis,47.5839247,1.32103,non,,,,,,
Pharmacie des Orfèvres,45.9337018,4.791154,non,,,,,,
Pharmacie de la Gare,49.0455162,3.9614366,non,,,,,,
Pharmacie De Cimiez,43.7237596,7.2760526,non,,,,,,
Pharmacie d'Epagny,45.9370763,6.0909032,non,,,,,,
Pharmacie du Port,43.2717904,6.6392207,non,,,,,,
Pharmacie de la Neuville en Hez,49.405141,2.321416,non,,,,,,
Pharmacie La Boétie,44.889096,1.215863,non,,,,,,
Pharmacie des Sources,48.7512813,2.2900033,non,,,,,,
Pharmacie de Champagne au Mont d'Or,45.7958827,4.7917791,non,,,,,,
Pharmacie Casejuane,48.8397645,2.3015947,non,,,,,,
Pharmacie de Reyrieux,45.9350443,4.8234427,non,,,,,,
💊 🌿 Pharmacie Alésienne - Herboristerie,44.1247223,4.0864572,non,,,,,,
PHARMACIE TEMPREMANT,50.764032,3.005405,non,,,,,,
"Pharmacie Centrale / Spécialiste micronutrition, homéopathie, phyto et aromathérapie",42.5462195,3.0235255,non,,,,,,
PHARMACIE DE SARGE LES LE MANS,48.0342707,0.2404379,non,,,,,,
PHARMACIE GRANDE PORTE,48.4896279,-2.7371378,non,,,,,,
Pharmacie du Boulevard,50.6107701,3.0131681,non,,,,,,
Pharmacie Cardabelle,43.9571978,2.8782105,non,,,,,,
Pharmacie Brécourt,49.6543923,-1.6728319,non,,,,,,
Pharmacie LOMBARDI,48.5195717,2.640894,non,,,,,,
Pharmacie du Parc,43.2517042,2.6520254,non,,,,,,
Pharmacie Lepesme,48.6833622,2.9570583,non,,,,,,
Pharmacie Centrale,44.0384568,1.1079241,non,,,,,,
PHARMACIE DES JUSTICES,47.4528699,-0.5259316,non,,,,,,
PHARMACIE SOHIER,49.24252,0.69683,non,,,,,,
Pharmacie Atout Sud,47.1930267,-1.5727732,non,,,,,,
Pharmacie des Yoles,14.6553817,-60.9324659,non,,,,,,
Pharmacie du Champ de Ville,49.2106159,1.1664709,non,,,,,,
PHARMACIE DE PROVENCE,46.5891454,0.3570215,non,,,,,,
Pharmacie de Guyenne,44.8388683,0.2186256,non,,,,,,
Pharmacie Facq,49.2624579,2.4360034,non,,,,,,
Pharmacie St Laurent,47.9891504,-4.0984386,non,,,,,,
Pharmacie de la Gare,47.5905971,7.5583563,non,,,,,,
PHARMACIE DU MARTROY,49.341762,3.534641,non,,,,,,
PHARMACIE DE GUEMENE,48.0631238,-3.2076578,non,,,,,,
Pharmacie de l'Ormeau,44.7525174,-0.5319057,non,,,,,,
Pharmacie 229 Prado - Ma pharmacie,43.2756247,5.3899818,non,,,,,,
Pharmacie d'Idron,43.2985321,-0.3055982,non,,,,,,
Pharmacie des Présidents,46.4889837,-1.7673736,non,,,,,,
Pharmacie Du Camas,43.2968166,5.3945493,non,,,,,,
pharmacie-saintdomineuc,48.3734165,-1.8767933,non,,,,,,
Pharmacie les Portes de la Mer,43.6839466,4.1536419,non,,,,,,
Pharmacie de Bois Lemaitre,43.3204827,5.4318898,non,,,,,,
Pharmacie du Canigou,42.7143051,2.842777,non,,,,,,
Pharmacie de Malassan,43.2477573,2.9186461,non,,,,,,
Pharmacie DE SLOOVERE,50.185091,3.4144634,non,,,,,,
Pharmacie Flores,43.3837248,5.1591615,non,,,,,,
Pharmacie del Sol,43.7151017,7.2812821,non,,,,,,
Pharmacie de Flassans,43.3702594,6.2239884,non,,,,,,
Pharmacie BOOTH,43.2958884,5.4443014,non,,,,,,
Pharmacie de L'Aiguillon sur Mer,46.3336356,-1.308904,non,,,,,,
Pharmacie du Mignon Mauzé,46.1958877,-0.6711528,non,,,,,,
Pharmacie du Stade,46.7029592,4.9839817,non,,,,,,
Pharmacie Haudebourg Libeau,46.9154768,-2.0433252,non,,,,,,
Pharmacie Kergroix,47.8096522,-3.2622438,non,,,,,,
Pharmacie Saint Victor SELARL,43.2888158,5.3663432,non,,,,,,
Pharmacie du Pin Vert,43.3012689,5.5697138,non,,,,,,
PHARMACIE MEZERETTE,47.6980794,-1.8684857,non,,,,,,
